FHR,TOCO,SpO2,RespRate,Temp
0.7233896598121227,-0.8199943352255552,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.7233896598121227,-0.751264968148434,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.7318461283018315,-0.751264968148434,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.7360743625466859,-0.7970845461998481,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.7360743625466859,-0.7054453900970199,-0.6772696110153332,1.8060412370652048,-1.9630262938026801
0.7191614255672683,-0.751264968148434,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.7191614255672683,-0.6596258120456059,-0.6772696110153332,1.8060412370652048,-1.9630262938026801
0.7191614255672683,-0.5908964449684847,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.6937920200981419,-0.6367160230198988,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.6937920200981419,-0.6138062339941918,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.7064767228327051,-0.5221670778913635,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.6768790831187244,-0.5908964449684847,-0.8246503695673677,1.8060412370652048,-1.9630262938026801
0.6768790831187244,-0.5450768669170706,-0.6772696110153332,1.8060412370652048,-1.9630262938026801
0.6684226146290155,-0.5908964449684847,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6684226146290155,-0.5221670778913635,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.4534377108142424,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.4534377108142424,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.4534377108142424,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6430532091598892,-0.47634749983994945,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6472814434047436,-0.4534377108142424,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6472814434047436,-0.43052792178853533,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6641943803841611,-0.4534377108142424,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6641943803841611,-0.43052792178853533,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6641943803841611,-0.4534377108142424,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.5908964449684847,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.5221670778913635,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.5679866559427776,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
0.6557379118944524,-0.4992572888656565,-0.5298888524632988,1.8060412370652048,-1.9630262938026801
