timestamp,sensor_id,sensor_type,value,is_attack
2026-01-12 15:27:21.269,S1,FHR,135.65,0,-,,
2026-01-12 15:28:04.573,S3,SpO2,97.17,0,-,,
2026-01-12 15:28:04.573,S2,TOCO,62.59,0,-,,
2026-01-12 15:28:04.794,S4,RespRate,15.74,0,-,,
2026-01-12 15:28:04.805,S5,Temp,36.88,0,-,,
2026-01-12 15:28:04.806,S1,FHR,128.78,0,-,,
2026-01-12 15:28:05.574,S3,SpO2,96.81,0,-,,
2026-01-12 15:28:05.575,S2,TOCO,43.47,0,-,,
2026-01-12 15:28:05.795,S4,RespRate,14.9,0,-,,
2026-01-12 15:28:05.806,S5,Temp,36.85,0,-,,
2026-01-12 15:28:05.807,S1,FHR,140.98,0,-,,
2026-01-12 15:28:06.576,S3,SpO2,96.83,0,-,,
2026-01-12 15:28:06.576,S2,TOCO,46.06,0,-,,
2026-01-12 15:28:06.800,S4,RespRate,14.86,0,-,,
2026-01-12 15:28:06.807,S5,Temp,37.15,0,-,,
2026-01-12 15:28:06.808,S1,FHR,131.01,0,-,,
2026-01-12 15:28:07.577,S2,TOCO,54.95,0,-,,
2026-01-12 15:28:07.577,S3,SpO2,97.91,0,-,,
2026-01-12 15:28:07.803,S4,RespRate,15.88,0,-,,
2026-01-12 15:28:07.808,S5,Temp,37.08,0,-,,
2026-01-12 15:28:07.810,S1,FHR,140.52,0,-,,
2026-01-12 15:28:08.578,S2,TOCO,36.44,0,-,,
2026-01-12 15:28:08.578,S3,SpO2,98.08,0,-,,
2026-01-12 15:28:08.804,S4,RespRate,15.52,0,-,,
2026-01-12 15:28:08.809,S5,Temp,36.92,0,-,,
2026-01-12 15:28:08.816,S1,FHR,132.77,0,-,,
2026-01-12 15:28:09.579,S3,SpO2,97.77,0,-,,
2026-01-12 15:28:09.579,S2,TOCO,52.0,0,-,,
2026-01-12 15:28:09.806,S4,RespRate,17.07,0,-,,
2026-01-12 15:28:09.810,S5,Temp,36.86,0,-,,
2026-01-12 15:28:09.817,S1,FHR,133.44,0,-,,
2026-01-12 15:28:10.580,S2,TOCO,40.43,0,-,,
2026-01-12 15:28:10.582,S3,SpO2,97.74,0,-,,
2026-01-12 15:28:10.807,S4,RespRate,16.72,0,-,,
2026-01-12 15:28:10.811,S5,Temp,37.1,0,-,,
2026-01-12 15:28:10.819,S1,FHR,128.81,0,-,,
2026-01-12 15:28:11.581,S2,TOCO,43.61,0,-,,
2026-01-12 15:28:11.582,S3,SpO2,97.1,0,-,,
2026-01-12 15:28:11.808,S4,RespRate,17.05,0,-,,
2026-01-12 15:28:11.812,S5,Temp,37.04,0,-,,
2026-01-12 15:28:11.819,S1,FHR,132.35,0,-,,
2026-01-12 15:28:12.583,S3,SpO2,97.0,0,-,,
2026-01-12 15:28:12.582,S2,TOCO,62.15,0,-,,
2026-01-12 15:28:12.809,S4,RespRate,14.84,0,-,,
2026-01-12 15:28:12.823,S5,Temp,37.05,0,-,,
2026-01-12 15:28:12.823,S1,FHR,138.59,0,-,,
2026-01-12 15:28:13.588,S3,SpO2,97.84,0,-,,
2026-01-12 15:28:13.589,S2,TOCO,35.57,0,-,,
2026-01-12 15:28:13.810,S4,RespRate,15.86,0,-,,
2026-01-12 15:28:13.824,S1,FHR,136.61,0,-,,
2026-01-12 15:28:13.824,S5,Temp,36.9,0,-,,
2026-01-12 15:28:14.589,S3,SpO2,97.32,0,-,,
2026-01-12 15:28:14.589,S2,TOCO,40.56,0,-,,
2026-01-12 15:28:14.811,S4,RespRate,16.36,0,-,,
2026-01-12 15:28:14.825,S1,FHR,129.14,0,-,,
2026-01-12 15:28:14.826,S5,Temp,36.93,0,-,,
2026-01-12 15:28:15.590,S3,SpO2,96.94,0,-,,
2026-01-12 15:28:15.590,S2,TOCO,55.16,0,-,,
2026-01-12 15:28:15.812,S4,RespRate,17.13,0,-,,
2026-01-12 15:28:15.844,S5,Temp,37.03,0,-,,
2026-01-12 15:28:15.844,S1,FHR,139.87,0,-,,
2026-01-12 15:28:16.591,S3,SpO2,97.88,0,-,,
2026-01-12 15:28:16.592,S2,TOCO,42.24,0,-,,
2026-01-12 15:28:16.818,S4,RespRate,15.17,0,-,,
2026-01-12 15:28:16.851,S5,Temp,37.14,0,-,,
2026-01-12 15:28:16.852,S1,FHR,135.35,0,-,,
2026-01-12 15:28:17.593,S2,TOCO,50.64,0,-,,
2026-01-12 15:28:17.593,S3,SpO2,97.72,0,-,,
2026-01-12 15:28:17.819,S4,RespRate,16.14,0,-,,
2026-01-12 15:28:17.852,S5,Temp,37.05,0,-,,
2026-01-12 15:28:17.853,S1,FHR,142.44,0,-,,
2026-01-12 15:28:18.594,S2,TOCO,58.62,0,-,,
2026-01-12 15:28:18.594,S3,SpO2,96.76,0,-,,
2026-01-12 15:28:18.822,S4,RespRate,17.03,0,-,,
2026-01-12 15:28:18.855,S5,Temp,37.04,0,-,,
2026-01-12 15:28:18.855,S1,FHR,133.42,0,-,,
2026-01-12 15:28:19.595,S3,SpO2,97.6,0,-,,
2026-01-12 15:28:19.595,S2,TOCO,40.17,0,-,,
2026-01-12 15:28:19.822,S4,RespRate,16.21,0,-,,
2026-01-12 15:28:19.856,S1,FHR,141.28,0,-,,
2026-01-12 15:28:19.856,S5,Temp,36.97,0,-,,
2026-01-12 15:28:20.596,S2,TOCO,40.76,0,-,,
2026-01-12 15:28:20.596,S3,SpO2,98.2,0,-,,
2026-01-12 15:28:20.823,S4,RespRate,15.89,0,-,,
2026-01-12 15:28:20.858,S5,Temp,36.96,0,-,,
2026-01-12 15:28:20.860,S1,FHR,140.78,0,-,,
2026-01-12 15:28:21.598,S2,TOCO,40.69,0,-,,
2026-01-12 15:28:21.598,S3,SpO2,96.98,0,-,,
2026-01-12 15:28:21.824,S4,RespRate,15.49,0,-,,
2026-01-12 15:28:21.859,S5,Temp,36.92,0,-,,
2026-01-12 15:28:21.861,S1,FHR,130.02,0,-,,
2026-01-12 15:28:22.600,S3,SpO2,97.84,0,-,,
2026-01-12 15:28:22.600,S2,TOCO,40.8,0,-,,
2026-01-12 15:28:22.825,S4,RespRate,15.63,0,-,,
2026-01-12 15:28:22.859,S5,Temp,36.99,0,-,,
2026-01-12 15:28:22.862,S1,FHR,141.07,0,-,,
2026-01-12 15:28:23.601,S3,SpO2,98.08,0,-,,
2026-01-12 15:28:23.601,S2,TOCO,36.03,0,-,,
2026-01-12 15:28:23.826,S4,RespRate,16.99,0,-,,
2026-01-12 15:28:23.860,S5,Temp,36.93,0,-,,
2026-01-12 15:28:23.863,S1,FHR,134.93,0,-,,
2026-01-12 15:28:24.603,S3,SpO2,97.97,0,-,,
2026-01-12 15:28:24.605,S2,TOCO,48.74,0,-,,
2026-01-12 15:28:24.827,S4,RespRate,16.67,0,-,,
2026-01-12 15:28:24.862,S5,Temp,36.91,0,-,,
2026-01-12 15:28:24.864,S1,FHR,127.74,0,-,,
2026-01-12 15:28:25.606,S3,SpO2,97.91,0,-,,
2026-01-12 15:28:25.607,S2,TOCO,50.59,0,-,,
2026-01-12 15:28:25.828,S4,RespRate,15.23,0,-,,
2026-01-12 15:28:25.863,S5,Temp,36.93,0,-,,
2026-01-12 15:28:25.866,S1,FHR,133.84,0,-,,
2026-01-12 15:28:26.607,S3,SpO2,97.56,0,-,,
2026-01-12 15:28:26.608,S2,TOCO,60.31,0,-,,
2026-01-12 15:28:26.832,S4,RespRate,15.36,0,-,,
2026-01-12 15:28:26.865,S5,Temp,36.89,0,-,,
2026-01-12 15:28:26.867,S1,FHR,134.33,0,-,,
2026-01-12 15:28:27.608,S3,SpO2,97.03,0,-,,
2026-01-12 15:28:27.609,S2,TOCO,59.77,0,-,,
2026-01-12 15:28:27.834,S4,RespRate,17.14,0,-,,
2026-01-12 15:28:27.867,S5,Temp,37.0,0,-,,
2026-01-12 15:28:27.869,S1,FHR,129.63,0,-,,
2026-01-12 15:28:28.608,S3,SpO2,96.93,0,-,,
2026-01-12 15:28:28.610,S2,TOCO,47.36,0,-,,
2026-01-12 15:28:28.835,S4,RespRate,16.41,0,-,,
2026-01-12 15:28:28.868,S5,Temp,36.97,0,-,,
2026-01-12 15:28:28.874,S1,FHR,136.18,0,-,,
2026-01-12 15:28:29.609,S3,SpO2,97.47,0,-,,
2026-01-12 15:28:29.611,S2,TOCO,62.82,0,-,,
2026-01-12 15:28:29.836,S4,RespRate,15.57,0,-,,
2026-01-12 15:28:29.871,S5,Temp,37.06,0,-,,
2026-01-12 15:28:29.889,S1,FHR,129.18,0,-,,
2026-01-12 15:28:30.610,S3,SpO2,97.61,0,-,,
2026-01-12 15:28:30.612,S2,TOCO,51.88,0,-,,
2026-01-12 15:28:30.838,S4,RespRate,15.41,0,-,,
2026-01-12 15:28:30.872,S5,Temp,36.98,0,-,,
2026-01-12 15:28:30.891,S1,FHR,136.94,0,-,,
